TOKEN_ID,TOKEN_NAME,Color,Meka Type,Helmet,Eyes,Mask,Jaws,Arms,Chest,Colors,Weapon,Material,Legendary
8148,Meka #8148,Dark Grey,OG Meka,OG Darya Master,OG Rose E1,OG Monkey R-7,OG Trooper S2,OG Trooper A2,OG Trooper C1,3.0,,,
8149,Meka #8149,Blood Red,Gādian,GAI Citadel,White Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Sōhei C2,2.0,,,
8150,Meka #8150,Light Green,OG Meka,OG Darya Elite,OG Red E0,OG Pain,OG Assault jaw,OG Trooper A2,OG Heavy C1,3.0,,,
8151,Meka #8151,White,Gādian,GAI Jingasa H2,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C1,2.0,GAI Katana x2,Gold Weapon,
8152,Meka #8152,Camo Green,OG Meka,OG Radiant Trooper,OG Pink E0,OG Heavy,OG Sabotage S7,OG Solid Tank,OG Heavy C1,2.0,,,
8153,Meka #8153,Aqua Lite,OG Meka,OG Quartz Trooper,OG Rose E1,OG Monkey R-7,OG Trooper S1,OG Squadron 4,OG Trooper C2,4.0,,,
8154,Meka #8154,Dark Grey,OG Meka,OG Delta Elite,OG Violet E1,OG Mantis,OG Sabotage S3,OG Trooper A2,OG Trooper C2,3.0,,,
8155,Meka #8155,Blood Red,OG Meka,OG Radiant Trooper,OG Blue E4,OG Monkey R-7,OG Sabotage S7,OG Trooper A1,OG Heavy C1,3.0,OG Thunder Gun,,
8156,Meka #8156,Blurple,Mirage,MI Radar,MI Aqua Eye,MI Racer M1,MI WS-1,MI Radar A1,MI Racer C2,3.0,,Silver Helmet,
8157,Meka #8157,Pastel Blue,Mirage,MI Sonar,MI Pink Visor,MI Racer M1,MI Racer W1,MI Racer A1,MI Racer C1,3.0,,,
8158,Meka #8158,Blurple,OG Meka,OG Oblong Heavy,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,,,
8159,Meka #8159,Aqua Lite,Gādian,GAI Jingasa H2,Green Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,4.0,,,
8160,Meka #8160,Dark Grey,Mirage,MI Sonar,MI White Visor,MI Radar M1,MI WS-1,MI Radar A1,MI Radar C1,4.0,,,
8161,Meka #8161,Red,OG Meka,OG Rombus Heavy,OG Violet E1,OG Monkey R-7,OG Sabotage S3,OG Trooper A1,OG Trooper C1,3.0,OG Cannons,,
8162,Meka #8162,Blurple,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M1,OG Sabotage S7,OG Trooper A2,OG Heavy C1,2.0,,,
8163,Meka #8163,Red,OG Meka,OG Radiant Elite,OG White E13,OG Mantis,OG Trooper S1,OG Trooper A2,OG Trooper C1,4.0,,,
8164,Meka #8164,Red,OG Meka,OG Darya Trooper,OG Violet E1,OG Trooper M1,OG Assault jaw,OG Trooper A1,OG Heavy C1,3.0,,,
8165,Meka #8165,Dark Grey,OG Meka,OG Darya Trooper,OG Rose E1,OG Sphere,OG Trooper S1,OG Trooper A1,OG Heavy C1,3.0,,,
8166,Meka #8166,Blue Grey,Mirage,MI Eagle,MI Aqua Eye,MI Radar M1,MI Racer W1,MI Racer A1,MI Radar C1,3.0,MI Ray guns,,
8167,Meka #8167,,OG Meka,OG Darya Elite,OG Rose E1,OG Knight,OG Assault jaw,OG Trooper A2,OG Trooper C1,0.0,,Camo blue,
8168,Meka #8168,Pastel Blue,OG Meka,OG Delta Trooper,OG Rose E1,OG Heavy,OG Trooper S1,OG Trooper A1,OG Trooper C1,4.0,,,
8169,Meka #8169,Blue Grey,Mirage,MI Radar,MI Pink Visor,MI Radar M1,MI Racer W2,MI Radar A1,MI Racer C1,3.0,MI Ray guns,,
8170,Meka #8170,Blurple,OG Meka,OG Radiant Elite,OG Violet E1,OG Mantis,OG Trooper S1,OG Squadron 3,OG Heavy C1,4.0,OG Gatling Gun,,
8171,Meka #8171,Orange,Gādian,GAI Jingasa H1,Pink Delta,GAI Youma,Bastion J1,GAI Jingasa A1,GAI Jingasa C1,5.0,,,
8172,Meka #8172,Blood Red,OG Meka,OG Radiant Elite,OG Rose E1,OG Trooper M2,OG Sabotage S3,OG Solid Tank,OG Trooper C1,4.0,,Silver Helmet,
8173,Meka #8173,Dark Grey,OG Meka,OG Delta Trooper,OG Violet E1,OG Trooper M1,OG Assault jaw,OG Trooper A1,OG Trooper C2,4.0,,,
8174,Meka #8174,Blurple,OG Meka,OG Delta Heavy,OG Blue E4,OG Monkey R-9,OG Trooper S1,OG Trooper A1,OG Trooper C2,3.0,,,
8175,Meka #8175,Pastel Blue,Gādian,GAI Youma H1,Pink Delta,GAI Bastion M1,Brachyura,GAI Jingasa A2,GAI Sōhei C1,3.0,GAI Enten,Gold Weapon,
8176,Meka #8176,Blue Grey,OG Meka,OG Quartz Heavy,OG Pink E0,OG Heavy,OG Trooper S2,OG Metal spike,OG Trooper C1,3.0,,,
8177,Meka #8177,Red,Mirage,MI Radar,MI Aqua Eye,MI Sonic M1,MI Sonic J1,MI Radar A1,MI Radar C1,4.0,,,
8178,Meka #8178,Blue Grey,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M2,MI Radar W1,MI Radar A1,MI Racer C1,3.0,,,
8179,Meka #8179,Aqua Lite,OG Meka,OG Radiant Trooper,OG Pink E0,OG Trooper M2,OG Sabotage S7,OG Squadron 3,OG Heavy C1,4.0,,,
8180,Meka #8180,,Mirage,MI Sonar,MI Pink Visor,MI Radar M1,MI WS-1,MI Radar A1,MI Radar C1,0.0,,Camo green,
8181,Meka #8181,,OG Meka,OG Delta Elite,OG Rose E1,OG Filter,OG Rocket jaw,OG Trooper A2,OG Trooper C1,0.0,,Carbon,
8182,Meka #8182,Red,Gādian,GAI Bastion,Pink Delta,GAI Ukiyo-E,GAI Jingasa J1,GAI Sōhei A1,GAI Youma,4.0,,,
8183,Meka #8183,,Mirage,MI Racer H2,MI Pink Visor,MI Radar M1,MI WS-2,MI Radar A1,MI Sonic C1,0.0,,Camo green,
8184,Meka #8184,Light Green,OG Meka,OG Rombus Heavy,OG Rose E1,OG Monkey R-7,OG Trooper S1,OG Squadron 3,OG Trooper C1,3.0,,,
8185,Meka #8185,Grey,Mirage,MI Radar,MI Aqua Eye,MI Racer M1,MI Sonic J2,MI Racer A1,MI Racer C2,3.0,MI Rockets,,
8186,Meka #8186,Blood Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Trooper M2,OG Trooper S2,OG Squadron 4,OG Heavy C2,3.0,,,
8187,Meka #8187,White,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Jingasa C1,2.0,,,
8188,Meka #8188,White,OG Meka,OG Delta Elite,OG Rose E1,OG Sphere,OG Trooper S1,OG Solid Tank,OG Trooper C2,2.0,,,
8189,Meka #8189,Blue Grey,OG Meka,OG Delta Trooper,OG Violet E1,OG Last Breath,OG Assault jaw,OG Trooper A1,OG Trooper C1,4.0,,,
8190,Meka #8190,Blue Grey,Mirage,MI Racer,MI White Visor,MI Racer M1,MI Sonic J2,MI Racer A1,MI Racer C1,2.0,,,
8191,Meka #8191,Blood Red,OG Meka,OG Quartz Heavy,OG Rose E1,OG Heavy,OG Trooper S1,OG Squadron 3,OG Trooper C1,3.0,,,
8192,Meka #8192,Pastel Blue,OG Meka,OG Oblong Elite,OG Rose E1,OG Sphere,OG Assault jaw,OG Trooper A2,OG Trooper C1,3.0,,,
8193,Meka #8193,White,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Solid Tank,OG Trooper C1,2.0,,,
8194,Meka #8194,Aqua Lite,Gādian,GAI Jingasa H1,Pink Delta,GAI Bastion M2,GAI Jingasa J1,GAI Yasuke,GAI Jingasa C1,3.0,,,
8195,Meka #8195,,Gādian,GAI Bastion,Pink Circle,GAI Jingasa M1,Bastion J1,GAI Jingasa A2,GAI Jingasa C1,0.0,,Carbon,
8196,Meka #8196,,Gādian,GAI Tetra H2,White Circle,GAI Bastion M1,Bastion J2,GAI Sōhei A1,GAI Sōhei C1,0.0,,Camo green,
8197,Meka #8197,Orange,OG Meka,OG Radiant Heavy,OG Violet E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
8198,Meka #8198,Blood Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Last Breath,OG Assault jaw,OG Trooper A1,OG Trooper C1,5.0,OG Thunder Gun,,
8199,Meka #8199,Pink,OG Meka,OG Darya Heavy,OG Green E7,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
8200,Meka #8200,Red,OG Meka,OG Oblong Elite,OG White E13,OG Sphere,OG Assault jaw,OG Trooper A2,OG Trooper C1,3.0,,,
8201,Meka #8201,Blood Red,OG Meka,OG Delta Elite,OG Rose E1,OG Filter,OG Assault jaw,OG Squadron 3,OG Trooper C1,3.0,,,
8202,Meka #8202,Red,Gādian,GAI Janjin H1,Pink Delta,GAI Jingasa M1,Bastion J1,GAI Youma,GAI Jingasa C1,3.0,,,
8203,Meka #8203,Sky Blue,OG Meka,OG Delta Trooper,OG Blue E4,OG Sphere,OG Sabotage S7,OG Trooper A2,OG Heavy C1,3.0,,,
8204,Meka #8204,Red,OG Meka,OG Rombus Heavy,OG Pink E0,OG Trooper M2,OG Rocket jaw,OG Squadron 3,OG Trooper C2,3.0,,,
8205,Meka #8205,Sky Blue,OG Meka,OG Rombus Trooper,OG Violet E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,,,
8206,Meka #8206,Light Green,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Falcon W1,MI Radar A1,MI Racer C1,3.0,MI Rockets X,,
8207,Meka #8207,Red,OG Meka,OG Quartz Trooper,OG Rose E1,OG Pain,OG Trooper S2,OG Trooper A2,OG Heavy C1,3.0,,,
8208,Meka #8208,Dark Grey,Mirage,MI Racer,MI Pink Visor,MI Radar M1,MI WS-1,MI Radar A1,MI Racer C1,4.0,,,
8209,Meka #8209,Red,F9,F9 Spikes,F9 Green E21,F9 Bastion M2,F9 Assault,F9 Jingasa A1,F9 Fortress C1,3.0,,,
8210,Meka #8210,Blue Grey,Gādian,GAI Jingasa H2,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,3.0,,,
8211,Meka #8211,Blood Red,OG Meka,OG Delta Trooper,OG White E13,OG Last Breath,OG Trooper S1,OG Squadron 4,OG Heavy C1,4.0,,,
8212,Meka #8212,Blue Grey,F9,F9 Assault Spikes,F9 Green E7,F9 Bastion M1,F9 Assault,F9 Bastion,F9 Fortress C1,3.0,GAI Kochi,,
8213,Meka #8213,Dark Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Trooper A1,OG Trooper C2,3.0,,,
8214,Meka #8214,,Gādian,GAI Bastion,Green Circle,GAI Jingasa M1,Bastion J2,GAI Jingasa A2,GAI Jingasa C1,0.0,,Siberie,
8215,Meka #8215,Red,Gādian,GAI Yokai,White Square,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,,Silver Helmet,
8216,Meka #8216,,OG Meka,OG Radiant Elite,OG Green E21,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C1,0.0,,Siberie,
8217,Meka #8217,Blood Red,OG Meka,OG Darya Trooper,OG Green E7,OG Trooper M1,OG Trooper S2,OG Trooper A2,OG Heavy C1,4.0,,,
8218,Meka #8218,Red,Gādian,GAI Jingasa H1,Red Square,GAI Bastion M2,GAI Jingasa J1,GAI Yasuke,GAI Sōhei C1,4.0,,,
8219,Meka #8219,Red,F9,F9 Spikes,F9 Green E4,F9 Monkey,F9 Assault,F9 Jingasa A1,F9 Fortress C1,4.0,GAI Katana,,
8220,Meka #8220,Pink,OG Meka,OG Rombus Trooper,OG Green E7,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C1,4.0,OG Cannons,,
8221,Meka #8221,Red,OG Meka,OG Delta Trooper,OG Green E7,OG Trooper M1,OG Assault jaw,OG Trooper A2,OG Trooper C2,3.0,,,
8222,Meka #8222,Orange,OG Meka,OG Delta Heavy,OG Rose E1,OG Heavy,OG Trooper S1,OG Trooper A2,OG Heavy C1,3.0,OG Thunder Gun,,
8223,Meka #8223,Pastel Blue,OG Meka,OG Rombus Trooper,OG Violet E1,OG Trooper M2,OG Assault jaw,OG Trooper A1,OG Trooper C1,5.0,,,
8224,Meka #8224,Pink,F9,F9 Spikes,F9 Green E4,F9 Heavy,F9 Brackyura,F9 Jingasa A1,F9 Fortress C1,3.0,GAI Katana,Silver Weapon,
8225,Meka #8225,Pink,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Sonic J2,MI Racer A1,MI Racer C1,3.0,,,
8226,Meka #8226,Grey,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Squadron 3,OG Trooper C1,3.0,,,
8227,Meka #8227,Sky Blue,F9,F9 Loop,F9 Green E7,F9 Jingasa M2,F9 Assault,F9 Bastion,F9 Fortress C1,3.0,,,
8228,Meka #8228,,OG Meka,OG Darya Master,OG Violet E1,OG Heavy,OG Sabotage S3,OG Solid Tank,OG Trooper C2,0.0,,Camo blue,
8229,Meka #8229,Red,Mirage,MI Radar,MI Aqua Eye,MI Racer M2,MI Sonic J2,MI Racer A2,MI Racer C1,3.0,,,
8230,Meka #8230,Blood Red,OG Meka,OG Quartz Elite,OG Green E7,OG Filter,OG Sabotage S3,OG Trooper A2,OG Heavy C1,4.0,,,
8231,Meka #8231,Blue Grey,OG Meka,OG Darya Master,OG Rose E1,OG Trooper M2,OG Trooper S2,OG Squadron 3,OG Heavy C1,3.0,,Gold Helmet,
8232,Meka #8232,Aqua Lite,Gādian,GAI Janjin H2,Pink Delta,GAI Jingasa M1,Bastion J1,GAI Jingasa A1,GAI Sōhei C1,3.0,GAI Tessen x2,,
8233,Meka #8233,Aqua Lite,Gādian,GAI Jingasa H2,Pink Delta,GAI Youma,Bastion J1,GAI Yasuke,GAI Jingasa C1,3.0,,,
8234,Meka #8234,Aqua Lite,OG Meka,OG Darya Trooper,OG White E13,OG Heavy,OG Sabotage S3,OG Squadron 4,OG Trooper C2,4.0,,,
8235,Meka #8235,Dark Grey,Mirage,MI Racer H2,MI Pink Visor,MI Sonic M1,MI WS-1,MI Radar A1,MI Racer C2,2.0,,,
8236,Meka #8236,,OG Meka,OG Delta Elite,OG Violet E1,OG Mantis,OG Trooper S1,OG Solid Tank,OG Trooper C1,0.0,,Siberie,
8237,Meka #8237,Pink,Gādian,GAI Jingasa H1,Pink Delta,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,3.0,,,
8238,Meka #8238,,F9,F9 Kagen,F9 Green E21,F9 Heavy,F9 Brackyura,F9 Jingasa A2,F9 Bastion C1,0.0,,Camo green,
8239,Meka #8239,Orange,OG Meka,OG Radiant Trooper,OG Rose E1,OG Trooper M1,OG Sabotage S7,OG Trooper A2,OG Heavy C2,4.0,OG Smiley K1,,
8240,Meka #8240,Dark Grey,Mirage,MI Racer,MI Pink Visor,MI Kaiman,MI Sonar J2,MI Sonic A1,MI Racer C2,3.0,MI Rockets X,,
8241,Meka #8241,Dark Grey,OG Meka,OG Delta Elite,OG Violet E1,OG Last Breath,OG Trooper S2,OG Trooper A2,OG Trooper C1,4.0,,,
8242,Meka #8242,Grey,F9,F9 Ronin H1,F9 Green E21,F9 Bastion M1,F9 Aura J-0,F9 Jingasa A1,F9 Bastion C1,3.0,GAI Kochi x2,,
8243,Meka #8243,Aqua Lite,Mirage,MI Radar,MI Pink Visor,MI Racer M1,MI Racer W2,MI Radar A1,MI Radar C1,4.0,,,
8244,Meka #8244,Orange,Gādian,GAI Jingasa H1,Pink Delta,GAI Jingasa M2,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,4.0,,,
8245,Meka #8245,Red,F9,F9 Spikes,F9 Green E7,F9 Heavy,F9 Assault,F9 Jingasa A2,F9 Bastion C1,3.0,GAI Katana,,
8246,Meka #8246,Blue Grey,OG Meka,OG Delta Heavy,OG Violet E1,OG Trooper M1,OG Sabotage S7,OG Trooper A2,OG Heavy C2,3.0,,,
8247,Meka #8247,Blue Grey,OG Meka,OG Delta Trooper,OG Violet E1,OG Sphere,OG Trooper S1,OG Trooper A1,OG Trooper C2,3.0,,,
8248,Meka #8248,Pastel Blue,OG Meka,OG Delta Elite,OG Violet E1,OG Trooper M2,OG Trooper S2,OG Squadron 3,OG Heavy C2,4.0,,,
8249,Meka #8249,Pastel Blue,Mirage,MI Radar,MI Pink Visor,MI Falcon M0,MI WS-1,MI Racer A2,MI Sonic C1,3.0,Mi Wing blade x2,,
8250,Meka #8250,Blue Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M2,OG Trooper S2,OG Trooper A1,OG Trooper C1,5.0,,,
8251,Meka #8251,Dark Grey,OG Meka,OG Quartz Master,OG Rose E1,OG Sphere,OG Trooper S1,OG Solid Tank,OG Trooper C1,3.0,,Silver Helmet,
8252,Meka #8252,Orange,Gādian,GAI Jingasa H1,Cyan Square,GAI Jingasa M2,GAI Jingasa J1,GAI Sōhei A1,GAI Jingasa C1,4.0,,,
8253,Meka #8253,Pastel Blue,Gādian,GAI Tetra H2,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C1,3.0,GAI Gento,,
8254,Meka #8254,Blurple,Gādian,GAI Tetra H1,White Square,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,4.0,,,
8255,Meka #8255,Grey,Mirage,MI Sonar,MI Aqua Eye,MI Racer M2,MI Storm,MI Sonic A1,MI Radar C1,2.0,MI Rockets X,,
8256,Meka #8256,Camo Green,Mirage,MI Racer,MI Aqua Eye,MI Racer M2,MI WS-1,MI Radar A1,MI Racer C1,3.0,,,
8257,Meka #8257,,Mirage,MI Racer H2,MI Aqua Eye,MI Salamender,MI Sonar J2,MI Sonic A1,MI Racer C2,0.0,,Camo green,
8258,Meka #8258,Blood Red,OG Meka,OG Oblong Elite,OG Violet E1,OG Sphere,OG Trooper S2,OG Solid Tank,OG Heavy C1,4.0,,,
8259,Meka #8259,Pink,Mirage,MI Racer,MI Aqua Eye,MI Racer M2,MI Sonar J2,MI Radar A1,MI Radar C1,3.0,,,
8260,Meka #8260,Blue Grey,OG Meka,OG Rombus Trooper,OG Rose E1,OG Mantis,OG Assault jaw,OG Trooper A1,OG Heavy C1,3.0,,,
8261,Meka #8261,Aqua Lite,Mirage,MI Radar,MI Pink Visor,MI Racer M1,MI Racer W1,MI Radar A1,MI Radar C1,3.0,,,
8262,Meka #8262,Orange,OG Meka,OG Radiant Trooper,OG Rose E1,OG Monkey R-7,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
8263,Meka #8263,Blurple,F9,F9 Loop,F9 Green E4,F9 Jingasa M2,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,GAI Katana,,
8264,Meka #8264,Pastel Blue,OG Meka,OG Delta Heavy,OG Pink E0,OG Trooper M1,OG Trooper S1,OG Squadron 4,OG Trooper C1,5.0,,,
8265,Meka #8265,Blue Grey,Mirage,MI Sonar,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A1,MI Racer C1,3.0,,,
8266,Meka #8266,Sky Blue,Mirage,MI Eagle,MI Aqua Eye,MI Sonic M1,MI WS-2,MI Radar A1,MI Racer C1,4.0,,,
8267,Meka #8267,Blurple,Mirage,MI Racer H2,MI Pink Visor,MI Racer M2,MI Racer W1,MI Racer A2,MI Racer C2,4.0,Mi Spectral blade,,
8268,Meka #8268,Blood Red,F9,F9 Ronin H2,F9 Green E4,F9 Heavy,F9 Assault,F9 Jingasa A2,F9 Bastion C1,4.0,,,
8269,Meka #8269,Dark Grey,Mirage,MI Eagle,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A1,MI Racer C1,3.0,,,
8270,Meka #8270,Aqua Lite,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Metal spike,OG Trooper C1,3.0,,,
8271,Meka #8271,White,Gādian,GAI Jingasa H2,Pink Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,2.0,,,
8272,Meka #8272,Blue Grey,Mirage,MI Racer H2,MI Aqua Eye,MI Sonic M1,MI Racer W2,MI Radar A1,MI Racer C1,3.0,MI Rockets,,
8273,Meka #8273,Aqua Lite,Mirage,MI Eagle,MI Aqua Eye,MI Racer M1,MI Sonic J1,MI Racer A2,MI Racer C2,4.0,,,
8274,Meka #8274,Pastel Blue,OG Meka,OG Darya Master,OG Blue E4,OG Trooper M2,OG Trooper S2,OG Solid Tank,OG Heavy C2,2.0,,,
8275,Meka #8275,Dark Grey,F9,F9 Assault Spikes,F9 Green E7,F9 Heavy,F9 Assault,F9 Bastion,F9 Bastion C1,3.0,GAI Kochi x2,Gold Helmet,
8276,Meka #8276,Pastel Blue,Mirage,MI Racer,MI Pink Visor,MI Sonic M1,MI WS-2,MI Radar A1,MI Racer C1,3.0,,,
8277,Meka #8277,Orange,Gādian,GAI Jingasa H1,Pink Delta,GAI Ukiyo-E,GAI Jingasa J1,GAI Youma,GAI Youma,3.0,,,
8278,Meka #8278,Black,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C1,2.0,,,
8279,Meka #8279,Light Green,OG Meka,OG Delta Trooper,OG Rose E1,OG Pain,OG Trooper S1,OG Solid Tank,OG Trooper C2,3.0,,,
8280,Meka #8280,Blood Red,Mirage,MI Racer H2,MI Pink Visor,MI Salamender,MI Racer W1,MI Radar A1,MI Racer C2,3.0,,,
8281,Meka #8281,Pastel Blue,OG Meka,OG Delta Trooper,OG Rose E1,OG Filter,OG Assault jaw,OG Trooper A1,OG Heavy C1,4.0,OG Cannons,,
8282,Meka #8282,Pastel Blue,Gādian,GAI Jingasa H1,White Square,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,4.0,,,
8283,Meka #8283,Grey,Gādian,GAI Jingasa H1,Red Square,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,2.0,,,
8284,Meka #8284,,Mirage,MI Racer H2,MI White Visor,MI Racer M2,MI WS-1,MI Sonic A1,MI Racer C2,0.0,MI Rockets X,Camo green,
8285,Meka #8285,,F9,F9 Ronin H1,F9 Green E7,F9 Bastion M1,F9 Brackyura,F9 Samourai A1,F9 Bastion C1,0.0,,Camo green,
8286,Meka #8286,,OG Meka,OG Oblong Elite,OG Blue E4,OG Monkey R-7,OG Trooper S2,OG Trooper A2,OG Heavy C1,0.0,OG Dawn Sword,Camo blue,
8287,Meka #8287,Blue Grey,Gādian,GAI Jingasa H2,Pink Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,,,
8288,Meka #8288,Aqua Lite,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Assault jaw,OG Squadron 3,OG Trooper C1,4.0,,,
8289,Meka #8289,Blood Red,OG Meka,OG Darya Master,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Squadron 4,OG Trooper C1,4.0,,Silver Helmet,
8290,Meka #8290,,OG Meka,OG Delta Elite,OG Green E21,OG Sphere,OG Trooper S2,OG Solid Tank,OG Heavy C2,0.0,,Siberie,
8291,Meka #8291,Pastel Blue,OG Meka,OG Darya Master,OG Rose E1,OG Pain,OG Trooper S2,OG Squadron 3,OG Trooper C1,3.0,,,
8292,Meka #8292,Aqua Lite,F9,F9 Ronin H1,F9 Green E21,F9 Bastion M1,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,GAI Kochi x2,,
8293,Meka #8293,Pink,Mirage,MI Racer,MI Pink Visor,MI Kaiman,MI Racer W1,MI Radar A1,MI Radar C1,4.0,MI Ray guns,,
8294,Meka #8294,Camo Green,OG Meka,OG Darya Heavy,OG Rose E1,OG Monkey R-7,OG Trooper S2,OG Trooper A2,OG Heavy C1,3.0,,,
8295,Meka #8295,Aqua Lite,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C1,4.0,,Gold Helmet,
8296,Meka #8296,Blue Grey,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M2,OG Rocket jaw,OG Metal spike,OG Heavy C2,3.0,,,
8297,Meka #8297,Dark Brown,Mirage,MI Radar,MI White Visor,MI Racer M2,MI Radar W1,MI Racer A2,MI Racer C1,2.0,,,
8298,Meka #8298,Pastel Blue,Mirage,MI Radar,MI Aqua Eye,MI Racer M1,MI Falcon W0,MI Sonic A1,MI Sonic C1,4.0,,Silver Helmet,
8299,Meka #8299,Pastel Blue,Gādian,GAI Youma H1,Pink Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,2.0,,,
8300,Meka #8300,Sky Blue,Gādian,GAI Jingasa H1,Cyan Square,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Sōhei C2,3.0,,,
8301,Meka #8301,Blood Red,OG Meka,OG Rombus Trooper,OG Rose E1,OG Filter,OG Trooper S1,OG Trooper A2,OG Trooper C1,4.0,,,
8302,Meka #8302,Grey,Gādian,GAI Bastion,Pink Delta,GAI Youma,Bastion J1,GAI Sōhei A1,GAI Sōhei C1,3.0,,,
8303,Meka #8303,Orange,Gādian,GAI Tetra H1,Pink Circle,GAI Bastion M1,Bastion J1,GAI Jingasa A2,GAI Sōhei C1,3.0,,,
8304,Meka #8304,Blurple,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI WS-1,MI Racer A2,MI Racer C1,4.0,,,
8305,Meka #8305,Orange,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M2,OG Assault jaw,OG Squadron 3,OG Heavy C1,3.0,,,
8306,Meka #8306,Aqua Lite,Mirage,MI Radar,MI Pink Visor,MI Racer M2,MI Racer W1,MI Racer A1,MI Racer C1,4.0,,,
8307,Meka #8307,Pink,OG Meka,OG Quartz Trooper,OG Green E7,OG Filter,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
8308,Meka #8308,Dark Grey,F9,F9 Assault Spikes,F9 Green E4,F9 Assault,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,,,
8309,Meka #8309,Light Green,OG Meka,OG Quartz Trooper,OG Pink E0,OG Heavy,OG Sabotage S7,OG Solid Tank,OG Heavy C1,3.0,,,
8310,Meka #8310,Blue Grey,Mirage,MI Racer,MI Aqua Eye,MI Racer M2,MI Racer W2,MI Racer A1,MI Racer C1,3.0,,,
8311,Meka #8311,Pastel Blue,Mirage,MI Racer,MI Aqua Eye,MI Radar M1,MI Storm,MI Radar A1,MI Radar C1,3.0,,,
8312,Meka #8312,Pastel Blue,F9,F9 Loop,F9 Green E7,F9 Knight,F9 Assault,F9 Jingasa A2,F9 Fortress C2,4.0,,,
8313,Meka #8313,Blue Grey,Gādian,GAI Youma H1,Pink Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,2.0,,,
8314,Meka #8314,Aqua Lite,OG Meka,OG Quartz Trooper,OG Rose E1,OG Trooper M2,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
8315,Meka #8315,Red,Gādian,GAI Janjin H1,Pink Circle,GAI Bastion M1,Bastion J1,GAI Jingasa A1,GAI Sōhei C1,3.0,,,
